date,eua_eur_t
2024-07-02,30.55918312072754
2024-07-03,30.650346755981445
2024-07-04,30.650346755981445
2024-07-05,30.495365142822266
2024-07-06,30.495365142822266
2024-07-07,30.495365142822266
2024-07-08,30.139814376831055
2024-07-09,29.875429153442383
2024-07-10,29.40135955810547
2024-07-11,29.465177536010742
2024-07-12,29.720441818237305
2024-07-13,29.720441818237305
2024-07-14,29.720441818237305
2024-07-15,29.118741989135742
2024-07-16,29.0549259185791
2024-07-17,28.79054069519043
2024-07-18,28.681140899658203
2024-07-19,28.635557174682617
2024-07-20,28.635557174682617
2024-07-21,28.635557174682617
2024-07-22,28.31647300720215
2024-07-23,28.517040252685547
2024-07-24,29.301076889038086
2024-07-25,28.84524154663086
2024-07-26,28.972877502441406
2024-07-27,28.972877502441406
2024-07-28,28.972877502441406
2024-07-29,29.073158264160156
2024-07-30,28.799657821655273
2024-07-31,29.273727416992188
2024-08-01,30.057764053344727
2024-08-02,29.820728302001953
2024-08-03,29.820728302001953
2024-08-04,29.820728302001953
2024-08-05,29.392244338989258
2024-08-06,29.766029357910156
2024-08-07,29.95747947692871
2024-08-08,29.948362350463867
2024-08-09,29.66574478149414
2024-08-10,29.66574478149414
2024-08-11,29.66574478149414
2024-08-12,30.30391502380371
2024-08-13,30.11246109008789
2024-08-14,30.203632354736328
2024-08-15,30.24921417236328
2024-08-16,30.331262588500977
2024-08-17,30.331262588500977
2024-08-18,30.331262588500977
2024-08-19,30.650346755981445
2024-08-20,30.723281860351562
2024-08-21,30.258329391479492
2024-08-22,30.167163848876953
2024-08-23,30.331262588500977
2024-08-24,30.331262588500977
2024-08-25,30.331262588500977
2024-08-26,30.057764053344727
2024-08-27,30.69593048095703
2024-08-28,30.27656364440918
2024-08-29,30.294795989990234
2024-08-30,30.203632354736328
2024-08-31,30.203632354736328
2024-09-01,30.203632354736328
2024-09-02,30.203632354736328
2024-09-03,29.69309425354004
2024-09-04,29.291961669921875
2024-09-05,29.155208587646484
2024-09-06,29.1096248626709
2024-09-07,29.1096248626709
2024-09-08,29.1096248626709
2024-09-09,29.155208587646484
2024-09-10,28.681140899658203
2024-09-11,28.9090576171875
2024-09-12,28.717607498168945
2024-09-13,28.927291870117188
2024-09-14,28.927291870117188
2024-09-15,28.927291870117188
2024-09-16,28.480573654174805
2024-09-17,28.69937515258789
2024-09-18,28.58085823059082
2024-09-19,28.544389724731445
2024-09-20,28.7084903717041
2024-09-21,28.7084903717041
2024-09-22,28.7084903717041
2024-09-23,28.589975357055664
2024-09-24,28.544389724731445
2024-09-25,28.772306442260742
2024-09-26,29.000225067138672
2024-09-27,29.082275390625
2024-09-28,29.082275390625
2024-09-29,29.082275390625
2024-09-30,28.863473892211914
2024-10-01,28.270889282226562
2024-10-02,28.106788635253906
2024-10-03,28.024738311767578
2024-10-04,27.997386932373047
2024-10-05,27.997386932373047
2024-10-06,27.997386932373047
2024-10-07,28.14325523376465
2024-10-08,27.70565414428711
2024-10-09,28.216190338134766
2024-10-10,28.827009201049805
2024-10-11,28.890825271606445
2024-10-12,28.890825271606445
2024-10-13,28.890825271606445
2024-10-14,29.237258911132812
2024-10-15,29.20079231262207
2024-10-16,28.672025680541992
2024-10-17,28.5352725982666
2024-10-18,28.7084903717041
2024-10-19,28.7084903717041
2024-10-20,28.7084903717041
2024-10-21,28.398521423339844
2024-10-22,28.23442268371582
2024-10-23,28.890825271606445
2024-10-24,29.34665870666504
2024-10-25,29.337543487548828
2024-10-26,29.337543487548828
2024-10-27,29.337543487548828
2024-10-28,29.20079231262207
2024-10-29,29.364891052246094
2024-10-30,29.19167709350586
2024-10-31,28.836124420166016
2024-11-01,28.772306442260742
2024-11-02,28.772306442260742
2024-11-03,28.772306442260742
2024-11-04,29.2554931640625
2024-11-05,28.981992721557617
2024-11-06,28.945526123046875
2024-11-07,29.683979034423828
2024-11-08,29.92101287841797
2024-11-09,29.92101287841797
2024-11-10,29.92101287841797
2024-11-11,29.802494049072266
2024-11-12,29.219026565551758
2024-11-13,28.717607498168945
2024-11-14,28.754074096679688
2024-11-15,28.270889282226562
2024-11-16,28.270889282226562
2024-11-17,28.270889282226562
2024-11-18,28.981992721557617
2024-11-19,28.635557174682617
2024-11-20,28.49880599975586
2024-11-21,28.945526123046875
2024-11-22,28.49880599975586
2024-11-23,28.49880599975586
2024-11-24,28.49880599975586
2024-11-25,28.890825271606445
2024-11-26,28.52615737915039
2024-11-27,28.462339401245117
2024-11-28,28.462339401245117
2024-11-29,28.562623977661133
2024-11-30,28.562623977661133
2024-12-01,28.562623977661133
2024-12-02,28.462339401245117
2024-12-03,28.270889282226562
2024-12-04,27.851520538330078
2024-12-05,27.58713722229004
2024-12-06,28.15237045288086
2024-12-07,28.15237045288086
2024-12-08,28.15237045288086
2024-12-09,27.641836166381836
2024-12-10,28.115903854370117
2024-12-11,28.12502098083496
2024-12-12,27.304519653320312
2024-12-13,27.076602935791016
2024-12-14,27.076602935791016
2024-12-15,27.076602935791016
2024-12-16,26.821332931518555
2024-12-17,26.76443099975586
2024-12-18,26.4700984954834
2024-12-19,27.26479148864746
2024-12-20,27.20592498779297
2024-12-21,27.20592498779297
2024-12-22,27.20592498779297
2024-12-23,27.64742088317871
2024-12-24,27.696475982666016
2024-12-25,27.696475982666016
2024-12-26,27.568933486938477
2024-12-27,28.206647872924805
2024-12-28,28.206647872924805
2024-12-29,28.206647872924805
2024-12-30,28.373435974121094
2024-12-31,28.373435974121094
